Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Ventas_Clase,Nota PEGI,User Score,User Ratings Count,Estado_Consola,Price,Price_Platform,Year_Consola,Play Time,Modo Juego,Años_desde_lanzamiento_consola,Precio_relativo,PEGI_categoria,Duracion_juego_cat,Nombre_Base,Es_Saga,Tipo_Saga,Situacion_Economica
Nichibeikan Pro Yakyuu: Final League,PlayStation 2,2002,Sports,SquareSoft,0.0,0.0,0.07,0.0,0.07,Normal,3,6.678906250000001,11,Consola Obsoleta,49.99,399.0,2000,1.2902584493041749,Multijugador,2,0.12528822055137845,Infantil,Corto,nichibeikan pro yakyuu final league,0,No saga,Crecimiento
Resident Evil 6,PlayStation 4,2016,Shooter,Capcom,0.05,0.0,0.0,0.01,0.07,Normal,18,5.3,1649,Consola Activa,69.99,399.0,2013,8.0,Multijugador,3,0.17541353383458647,Adulto,Medio,resident evil,1,Saga,Crecimiento
Hammerin' Hero,PlayStation Portable,2008,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,Normal,16,6.987804878048781,29,Consola Obsoleta,39.99,249.0,2004,11.369853454291695,Multijugador,4,0.1606024096385542,Adulto,Medio,hammerin hero,0,No saga,Recesion
Spawn: Armageddon,GameCube,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,Normal,18,7.2,11,Consola Obsoleta,49.99,199.0,2001,11.369853454291695,Multijugador,2,0.25120603015075377,Adulto,Medio,spawn armageddon,1,Saga,Crecimiento
God Hand,PlayStation 2,2006,Action,Capcom,0.0,0.0,0.07,0.0,0.07,Normal,18,9.2,808,Consola Obsoleta,49.99,399.0,2000,15.0,Multijugador,6,0.12528822055137845,Adulto,Medio,god hand,0,No saga,Crecimiento
Shin Chan: Las Nuevas Aventuras Para Wii!,Nintendo Wii,2006,Action,505 Games,0.0,0.0,0.07,0.0,0.07,Normal,12,6.93963963963964,30,Consola Obsoleta,49.99,249.0,2006,10.0,Multijugador,0,0.20076305220883536,Adolescente,Medio,shin chan las nuevas aventuras para wii,0,No saga,Crecimiento
Challenge Me: Brain Puzzles 2,Nintendo Wii,2010,Puzzle,O-Games,0.0,0.06,0.0,0.01,0.07,Normal,3,6.5,12,Consola Obsoleta,49.99,249.0,2006,5.0,Individual,4,0.20076305220883536,Infantil,Corto,challenge me brain puzzles,1,Saga,Crecimiento
The Tale of Despereaux,Nintendo DS,2008,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07,Normal,3,7.31860465116279,39,Consola Obsoleta,39.99,149.0,2004,6.0,Individual,4,0.26838926174496647,Infantil,Medio,the tale of despereaux,1,Saga,Recesion
Legends of Wrestling II,Game Boy Advance,2002,Fighting,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,Normal,16,5.8,16,Consola Obsoleta,39.99,120.0,2001,2.925531914893617,Multijugador,1,0.33325,Adulto,Corto,legends of wrestling,1,Saga,Crecimiento
Tony Hawk's Pro Skater 5,Xbox 360,2015,Sports,Activision,0.06,0.0,0.0,0.01,0.07,Normal,16,1.5,453,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,10,0.20063545150501672,Adulto,Corto,tony hawks pro skater,1,Saga,Crecimiento
Fatal Fury: Battle Archives Volume 2,PlayStation 2,2007,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07,Normal,16,7.545205479452054,27,Consola Obsoleta,49.99,399.0,2000,2.925531914893617,Multijugador,7,0.12528822055137845,Adulto,Corto,fatal fury battle archives volume,1,Saga,Crecimiento
Jurassic Park: Operation Genesis,Xbox,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,Normal,16,8.2,20,Consola Obsoleta,59.99,299.0,2001,8.617886178861788,Individual,2,0.20063545150501672,Adulto,Medio,jurassic park operation genesis,1,Saga,Crecimiento
Transformer: Rise of the Dark Spark (3DS),Nintendo 3DS,2014,Role-Playing,Activision,0.05,0.01,0.0,0.01,0.07,Normal,16,7.405882352941176,202,Consola Secundaria,39.99,250.0,2011,32.212765957446805,Individual,3,0.15996000000000002,Adulto,Largo,transformer rise of the dark spark,1,Saga,Crecimiento
Freddi Fish: Kelp Seed Mystery,Nintendo Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,Normal,16,6.626315789473684,15,Consola Obsoleta,49.99,249.0,2006,20.0,Individual,2,0.20076305220883536,Adulto,Medio,freddi fish kelp seed mystery,0,No saga,Recesion
Ragnarok: Hikari to Yami no Koujo,PlayStation Portable,2011,Role-Playing,GungHo,0.02,0.0,0.05,0.0,0.07,Normal,16,7.381538461538462,32,Consola Obsoleta,39.99,249.0,2004,32.212765957446805,Individual,7,0.1606024096385542,Adulto,Largo,ragnarok hikari to yami no koujo,0,No saga,Crecimiento
FIFA Soccer 06,Game Boy Advance,2005,Sports,Electronic Arts,0.05,0.02,0.0,0.0,0.07,Normal,3,7.203125000000001,22,Consola Obsoleta,39.99,120.0,2001,1.2902584493041749,Multijugador,4,0.33325,Infantil,Corto,fifa soccer,1,Saga,Crecimiento
RedCard 20-03,PlayStation 2,2002,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07,Normal,3,6.678906250000001,11,Consola Obsoleta,49.99,399.0,2000,1.2902584493041749,Multijugador,2,0.12528822055137845,Infantil,Corto,redcard,1,Saga,Crecimiento
James Bond 007: Blood Stone,Nintendo DS,2010,Shooter,Activision,0.05,0.01,0.0,0.0,0.07,Normal,3,6.885,21,Consola Obsoleta,39.99,149.0,2004,6.0,Multijugador,6,0.26838926174496647,Infantil,Medio,james bond blood stone,1,Saga,Crecimiento
Imagine: Gymnast,Nintendo DS,2008,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.07,Normal,3,7.0346153846153845,14,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,4,0.26838926174496647,Infantil,Corto,imagine gymnast,0,No saga,Recesion
Kanji Sonomama DS Rakubiki Jiten,Nintendo DS,2006,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,Normal,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,2,0.26838926174496647,Infantil,Corto,kanji sonomama ds rakubiki jiten,0,No saga,Crecimiento
Future Tactics: The Uprising,PlayStation 2,2004,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,Normal,16,6.0,6,Consola Obsoleta,49.99,399.0,2000,23.675675675675677,Multijugador,4,0.12528822055137845,Adulto,Largo,future tactics the uprising,1,Saga,Crecimiento
Driver: Parallel Lines,Xbox,2006,Racing,Atari,0.05,0.01,0.0,0.0,0.07,Normal,18,6.7,69,Consola Obsoleta,59.99,299.0,2001,5.527093596059113,Multijugador,5,0.20063545150501672,Adulto,Medio,driver parallel lines,1,Saga,Crecimiento
Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,Normal,3,5.6,98,Consola Activa,49.99,230.0,1980,23.675675675675677,Multijugador,31,0.21734782608695652,Infantil,Largo,cities xl,1,Saga,Crecimiento
Pipe Mania,PlayStation Portable,2008,Puzzle,Empire Interactive,0.06,0.0,0.0,0.01,0.07,Normal,3,6.345454545454545,6,Consola Obsoleta,39.99,249.0,2004,8.777049180327868,Individual,4,0.1606024096385542,Infantil,Medio,pipe mania,1,Saga,Recesion
everGirl,Game Boy Advance,2005,Adventure,THQ,0.05,0.02,0.0,0.0,0.07,Normal,16,6.814285714285715,10,Consola Obsoleta,39.99,120.0,2001,17.146198830409357,Individual,4,0.33325,Adulto,Medio,evergirl,0,No saga,Crecimiento
Heroes Phantasia,PlayStation Portable,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Normal,16,7.381538461538462,32,Consola Obsoleta,39.99,249.0,2004,32.212765957446805,Individual,8,0.1606024096385542,Adulto,Largo,heroes phantasia,0,No saga,Crecimiento
Prince of Persia: The Fallen King,Nintendo DS,2008,Action,Ubisoft,0.06,0.01,0.0,0.01,0.07,Normal,3,4.3,7,Consola Obsoleta,39.99,149.0,2004,7.0,Multijugador,4,0.26838926174496647,Infantil,Medio,prince of persia the fallen king,0,No saga,Recesion
Jewels of the Ages,Nintendo DS,2011,Puzzle,City Interactive,0.03,0.03,0.0,0.01,0.07,Normal,3,6.9581395348837205,14,Consola Obsoleta,39.99,149.0,2004,10.0,Individual,7,0.26838926174496647,Infantil,Medio,jewels of the ages,0,No saga,Crecimiento
The Book of Unwritten Tales 2,PlayStation 4,2015,Adventure,Nordic Games,0.0,0.06,0.0,0.01,0.07,Normal,18,7.7,90,Consola Activa,69.99,399.0,2013,17.146198830409357,Individual,2,0.17541353383458647,Adulto,Medio,the book of unwritten tales,1,Saga,Crecimiento
Batman: Rise of Sin Tzu,Game Boy Advance,2003,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,Normal,16,6.9,13,Consola Obsoleta,39.99,120.0,2001,11.369853454291695,Multijugador,2,0.33325,Adulto,Medio,batman rise of sin tzu,1,Saga,Crecimiento
Chuugaku Eitango Target 1800 DS,Nintendo DS,2006,Misc,IE Institute,0.0,0.0,0.07,0.0,0.07,Normal,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,2,0.26838926174496647,Infantil,Corto,chuugaku eitango target ds,0,No saga,Crecimiento
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,Nintendo 3DS,2015,Action,FuRyu,0.0,0.0,0.07,0.0,0.07,Normal,12,6.864062500000001,88,Consola Secundaria,39.99,250.0,2011,11.369853454291695,Multijugador,4,0.15996000000000002,Adolescente,Medio,future card buddy fight yuujou no bakunetsu fight,0,No saga,Crecimiento
World Racing,Xbox,2003,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07,Normal,3,7.079661016949152,16,Consola Obsoleta,59.99,299.0,2001,5.527093596059113,Multijugador,2,0.20063545150501672,Infantil,Medio,world racing,0,No saga,Crecimiento
Major League Baseball 2K10,PlayStation Portable,2010,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.07,Normal,3,7.8,5,Consola Obsoleta,39.99,249.0,2004,1.2902584493041749,Multijugador,6,0.1606024096385542,Infantil,Corto,major league baseball k,1,Saga,Crecimiento
Penguins of Madagascar,Nintendo 3DS,2014,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,Normal,12,6.864062500000001,88,Consola Secundaria,39.99,250.0,2011,11.369853454291695,Multijugador,3,0.15996000000000002,Adolescente,Medio,penguins of madagascar,1,Saga,Crecimiento
Disney's Party,Game Boy Advance,2003,Misc,Hudson Entertainment,0.05,0.02,0.0,0.0,0.07,Normal,3,6.9125000000000005,12,Consola Obsoleta,39.99,120.0,2001,2.6051502145922747,Multijugador,2,0.33325,Infantil,Corto,disneys party,1,Saga,Crecimiento
Rapala Pro Bass Fishing 2010,PlayStation Portable,2010,Sports,Activision,0.06,0.0,0.0,0.01,0.07,Normal,3,6.618181818181818,20,Consola Obsoleta,39.99,249.0,2004,1.2902584493041749,Multijugador,6,0.1606024096385542,Infantil,Corto,rapala pro bass fishing,1,Saga,Crecimiento
X-Men: The Official Game,Game Boy Advance,2006,Action,Activision,0.05,0.02,0.0,0.0,0.07,Normal,16,6.8,11,Consola Obsoleta,39.99,120.0,2001,11.369853454291695,Multijugador,5,0.33325,Adulto,Medio,men the official game,1,Saga,Crecimiento
Dreamer Series: Pop Star,Nintendo DS,2009,Misc,Tivola,0.04,0.02,0.0,0.01,0.07,Normal,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,5,0.26838926174496647,Infantil,Corto,dreamer series pop star,0,No saga,Recesion
Card Games,PlayStation,2000,Misc,D3Publisher,0.04,0.03,0.0,0.0,0.07,Normal,3,7.15,22,Consola Obsoleta,49.99,299.0,1994,2.6051502145922747,Multijugador,6,0.16719063545150503,Infantil,Corto,card games,1,Saga,Crecimiento
My Amusement Park,Nintendo DS,2010,Misc,Scholastic Inc.,0.06,0.0,0.0,0.0,0.07,Normal,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,6,0.26838926174496647,Infantil,Corto,my amusement park,0,No saga,Crecimiento
Mega Man: Battle & Chase,PlayStation,1997,Racing,Capcom,0.0,0.0,0.06,0.0,0.07,Normal,3,7.1071428571428585,18,Consola Obsoleta,49.99,299.0,1994,5.527093596059113,Multijugador,3,0.16719063545150503,Infantil,Medio,mega man battle chase,0,No saga,Crecimiento
Winning Post 7 2010,PlayStation 3,2010,Sports,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,Normal,3,6.4672268907563035,40,Consola Obsoleta,59.99,599.0,2006,1.2902584493041749,Multijugador,4,0.10015025041736228,Infantil,Corto,winning post,1,Saga,Crecimiento
R-Type Command,PlayStation Portable,2007,Strategy,Rising Star Games,0.05,0.0,0.01,0.01,0.07,Normal,12,7.8,9,Consola Obsoleta,39.99,249.0,2004,23.675675675675677,Multijugador,3,0.1606024096385542,Adolescente,Largo,r type command,1,Saga,Crecimiento
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07,Normal,16,8.4,94,Consola Activa,49.99,230.0,1980,23.675675675675677,Multijugador,27,0.21734782608695652,Adulto,Largo,age of empires the asian dynasties,0,No saga,Crecimiento
Destrega,PlayStation,1998,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,Normal,16,7.016666666666667,36,Consola Obsoleta,49.99,299.0,1994,2.925531914893617,Multijugador,4,0.16719063545150503,Adulto,Corto,destrega,0,No saga,Crecimiento
Dungeon Maker II: The Hidden War,PlayStation Portable,2007,Role-Playing,Global A Entertainment,0.06,0.0,0.0,0.01,0.07,Normal,16,7.381538461538462,32,Consola Obsoleta,39.99,249.0,2004,32.212765957446805,Individual,3,0.1606024096385542,Adulto,Largo,dungeon maker the hidden war,0,No saga,Crecimiento
The Final Round,PlayStation,1996,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0,0.07,Normal,3,6.918750000000001,17,Consola Obsoleta,49.99,299.0,1994,1.2902584493041749,Multijugador,2,0.16719063545150503,Infantil,Corto,the final round,0,No saga,Crecimiento
Nobunaga no Yabou: Tendou with Power-Up Kit,PlayStation 3,2011,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,Normal,12,7.514285714285713,93,Consola Obsoleta,59.99,599.0,2006,23.675675675675677,Multijugador,5,0.10015025041736228,Adolescente,Largo,nobunaga no yabou tendou with power up kit,0,No saga,Crecimiento
Transformer: Rise of the Dark Spark,Nintendo Wii U,2014,Action,Activision,0.05,0.01,0.0,0.01,0.07,Normal,12,7.15,206,Consola Obsoleta,59.99,299.0,2012,15.0,Multijugador,2,0.20063545150501672,Adolescente,Medio,transformer rise of the dark spark,1,Saga,Crecimiento
MAPLUS: Portable Navi,PlayStation Portable,2006,Misc,Edia,0.0,0.0,0.07,0.0,0.07,Normal,3,7.405000000000001,18,Consola Obsoleta,39.99,249.0,2004,2.6051502145922747,Multijugador,2,0.1606024096385542,Infantil,Corto,maplus portable navi,1,Saga,Crecimiento
Brain Quest: Grades 3 & 4,Nintendo DS,2008,Misc,Electronic Arts,0.06,0.0,0.0,0.01,0.07,Normal,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,4,0.26838926174496647,Infantil,Corto,brain quest grades,1,Saga,Recesion
Petz: Hamsterz Bunch,PlayStation Portable,2009,Simulation,Ubisoft,0.06,0.0,0.0,0.01,0.07,Normal,16,7.324999999999999,15,Consola Obsoleta,39.99,249.0,2004,8.617886178861788,Individual,5,0.1606024096385542,Adulto,Medio,petz hamsterz bunch,0,No saga,Recesion
The King of Fighters 02/03,PlayStation 2,2005,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,Normal,16,7.8,9,Consola Obsoleta,49.99,399.0,2000,2.925531914893617,Multijugador,5,0.12528822055137845,Adulto,Corto,the king of fighters,1,Saga,Crecimiento
Kamen Rider: Dragon Knight,Nintendo Wii,2009,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.07,Normal,16,7.390476190476191,35,Consola Obsoleta,49.99,249.0,2006,4.0,Multijugador,3,0.20076305220883536,Adulto,Corto,kamen rider dragon knight,1,Saga,Recesion
Army Men: Green Rogue,PlayStation,2001,Action,3DO,0.04,0.02,0.0,0.0,0.07,Normal,16,5.3,96,Consola Obsoleta,49.99,299.0,1994,11.369853454291695,Multijugador,7,0.16719063545150503,Adulto,Medio,army men green rogue,1,Saga,Recesion
Centipede / Breakout / Warlords,Game Boy Advance,2005,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,Normal,3,6.9125000000000005,12,Consola Obsoleta,39.99,120.0,2001,2.6051502145922747,Multijugador,4,0.33325,Infantil,Corto,centipede breakout warlords,0,No saga,Crecimiento
Lucian Bee's: Justice Yellow / Evil Violet,PlayStation 2,2010,Adventure,5pb,0.0,0.0,0.07,0.0,0.07,Normal,16,7.194117647058825,17,Consola Obsoleta,49.99,399.0,2000,17.146198830409357,Individual,10,0.12528822055137845,Adulto,Medio,lucian bees justice yellow evil violet,0,No saga,Crecimiento
Sly 2: Band of Thieves,PlayStation 3,2010,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,Normal,3,9.0,367,Consola Obsoleta,59.99,599.0,2006,6.502242152466367,Individual,4,0.10015025041736228,Infantil,Medio,sly band of thieves,1,Saga,Crecimiento
Hyperdimension Neptunia Victory,PlayStation Vita,2014,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07,Normal,16,7.6,87,Consola Secundaria,49.99,249.0,2011,32.212765957446805,Individual,3,0.20076305220883536,Adulto,Largo,hyperdimension neptunia victory,1,Saga,Crecimiento
Armored Core: Nine Breaker,PlayStation 2,2004,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,Normal,16,7.5,14,Consola Obsoleta,49.99,399.0,2000,8.617886178861788,Individual,4,0.12528822055137845,Adulto,Medio,armored core nine breaker,0,No saga,Crecimiento
Doraemon: Nobita no Shin Makai Daibouken DS,Nintendo DS,2007,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,Normal,12,7.362068965517241,24,Consola Obsoleta,39.99,149.0,2004,25.0,Individual,3,0.26838926174496647,Adolescente,Largo,doraemon nobita no shin makai daibouken ds,0,No saga,Crecimiento
SBK 2011: FIM Superbike World Championship,Xbox 360,2011,Racing,Black Bean Games,0.0,0.06,0.0,0.01,0.07,Normal,3,6.693650793650794,62,Consola Obsoleta,59.99,299.0,2005,5.527093596059113,Multijugador,6,0.20063545150501672,Infantil,Medio,sbk fim superbike world championship,1,Saga,Crecimiento
Fairy Fencer F: Advent Dark Force,PlayStation 4,2015,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,Normal,16,7.1,61,Consola Activa,69.99,399.0,2013,50.0,Individual,2,0.17541353383458647,Adulto,Largo,fairy fencer f advent dark force,0,No saga,Crecimiento
Cabela's Big Game Hunter 2005 Adventures,GameCube,2004,Sports,Activision,0.05,0.01,0.0,0.0,0.07,Normal,3,7.058620689655173,12,Consola Obsoleta,49.99,199.0,2001,1.2902584493041749,Multijugador,3,0.25120603015075377,Infantil,Corto,cabelas big game hunter adventures,1,Saga,Crecimiento
Worms 3D,GameCube,2003,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,Normal,16,7.4,20,Consola Obsoleta,49.99,199.0,2001,23.675675675675677,Multijugador,2,0.25120603015075377,Adulto,Largo,worms d,1,Saga,Crecimiento
Fantasy Aquarium World,Nintendo Wii,2009,Simulation,Destineer,0.06,0.0,0.0,0.0,0.07,Normal,3,7.1909090909090905,16,Consola Obsoleta,49.99,249.0,2006,20.0,Individual,3,0.20076305220883536,Infantil,Medio,fantasy aquarium world,0,No saga,Recesion
Monster Tale,Nintendo DS,2011,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,Normal,3,7.9,27,Consola Obsoleta,39.99,149.0,2004,6.0,Individual,7,0.26838926174496647,Infantil,Medio,monster tale,0,No saga,Crecimiento
Tokobot,PlayStation Portable,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,Normal,3,6.0,5,Consola Obsoleta,39.99,249.0,2004,6.502242152466367,Individual,1,0.1606024096385542,Infantil,Medio,tokobot,0,No saga,Crecimiento
TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,Normal,18,7.379365079365079,263,Consola Activa,49.99,230.0,1980,11.369853454291695,Multijugador,30,0.21734782608695652,Adulto,Medio,tron evolution,1,Saga,Crecimiento
Gambler Densetsu Tetsuya,PlayStation 2,2001,Adventure,Athena,0.0,0.0,0.07,0.0,0.07,Normal,16,7.194117647058825,17,Consola Obsoleta,49.99,399.0,2000,17.146198830409357,Individual,1,0.12528822055137845,Adulto,Medio,gambler densetsu tetsuya,0,No saga,Recesion
The Guided Fate Paradox,PlayStation 3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,Normal,16,7.8,64,Consola Obsoleta,59.99,599.0,2006,32.212765957446805,Individual,7,0.10015025041736228,Adulto,Largo,the guided fate paradox,0,No saga,Crecimiento
Bleach: Hanatareshi Yabou,PlayStation 2,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,Normal,16,7.4920353982300885,28,Consola Obsoleta,49.99,399.0,2000,32.212765957446805,Individual,6,0.12528822055137845,Adulto,Largo,bleach hanatareshi yabou,0,No saga,Crecimiento
Karaoke Revolution Party,Xbox,2005,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,Normal,12,6.945454545454546,9,Consola Obsoleta,59.99,299.0,2001,2.6051502145922747,Multijugador,4,0.20063545150501672,Adolescente,Corto,karaoke revolution party,1,Saga,Crecimiento
Cold Stone Creamery: Scoop It Up,Nintendo Wii,2009,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07,Normal,3,6.43050847457627,21,Consola Obsoleta,49.99,249.0,2006,2.0,Multijugador,3,0.20076305220883536,Infantil,Corto,cold stone creamery scoop it up,0,No saga,Recesion
Yoake Yori Ruriiro na: Brighter than Dawning Blue,PlayStation 2,2006,Adventure,Aria,0.0,0.0,0.07,0.0,0.07,Normal,16,7.194117647058825,17,Consola Obsoleta,49.99,399.0,2000,17.146198830409357,Individual,6,0.12528822055137845,Adulto,Medio,yoake yori ruriiro na brighter than dawning blue,0,No saga,Crecimiento
Pandemonium 2,PlayStation,1997,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0,0.07,Normal,3,7.892857142857143,56,Consola Obsoleta,49.99,299.0,1994,6.502242152466367,Individual,3,0.16719063545150503,Infantil,Medio,pandemonium,1,Saga,Crecimiento
MotorStorm RC,PlayStation Vita,2012,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,Normal,3,6.9,135,Consola Secundaria,49.99,249.0,2011,5.527093596059113,Multijugador,1,0.20076305220883536,Infantil,Medio,motorstorm rc,0,No saga,Crecimiento
Fallout: Brotherhood of Steel,PlayStation 2,2004,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,Normal,18,5.7,15,Consola Obsoleta,49.99,399.0,2000,32.212765957446805,Individual,4,0.12528822055137845,Adulto,Largo,fallout brotherhood of steel,1,Saga,Crecimiento
Touch 'N' Play Collection,Nintendo DS,2010,Misc,O-Games,0.04,0.02,0.0,0.01,0.07,Normal,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,6,0.26838926174496647,Infantil,Corto,touch n play collection,0,No saga,Crecimiento
Mayhem 3D,Xbox 360,2011,Racing,Evolved Games,0.06,0.0,0.0,0.0,0.07,Normal,3,6.693650793650794,62,Consola Obsoleta,59.99,299.0,2005,5.527093596059113,Multijugador,6,0.20063545150501672,Infantil,Medio,mayhem d,1,Saga,Crecimiento
One Piece: Unlimited World Red,Nintendo Wii U,2014,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.07,Normal,16,6.9,54,Consola Obsoleta,59.99,299.0,2012,15.0,Multijugador,2,0.20063545150501672,Adulto,Medio,one piece unlimited world red,1,Saga,Crecimiento
Parlor! Mini 2,Super Nintendo Entertainment System,1996,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07,Normal,3,7.098562160023079,27,Consola Obsoleta,59.99,299.0,1990,2.6051502145922747,Multijugador,6,0.20063545150501672,Infantil,Corto,parlor mini,1,Saga,Crecimiento
Gundam Try Age SP,Nintendo 3DS,2014,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Normal,16,7.08,85,Consola Secundaria,39.99,250.0,2011,23.675675675675677,Multijugador,3,0.15996000000000002,Adulto,Largo,gundam try age sp,0,No saga,Crecimiento
Top Gun,PlayStation 3,2011,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,Normal,16,6.388888888888889,24,Consola Obsoleta,59.99,599.0,2006,8.617886178861788,Individual,5,0.10015025041736228,Adulto,Medio,top gun,1,Saga,Crecimiento
Gunstar Super Heroes,Game Boy Advance,2005,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,Normal,12,7.3,12,Consola Obsoleta,39.99,120.0,2001,6.828877005347594,Multijugador,4,0.33325,Adolescente,Medio,gunstar super heroes,0,No saga,Crecimiento
Insecticide,Nintendo DS,2008,Action,Gamecock,0.06,0.0,0.0,0.0,0.07,Normal,12,6.80204081632653,28,Consola Obsoleta,39.99,149.0,2004,7.0,Multijugador,4,0.26838926174496647,Adolescente,Medio,insecticide,0,No saga,Recesion
C: The Contra Adventure,PlayStation,1998,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,Normal,16,7.655555555555556,89,Consola Obsoleta,49.99,299.0,1994,6.828877005347594,Multijugador,4,0.16719063545150503,Adulto,Medio,c the contra adventure,0,No saga,Crecimiento
Interactive Storybook DS Series 1,Nintendo DS,2007,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,Normal,3,6.324137931034483,15,Consola Obsoleta,39.99,149.0,2004,3.0,Multijugador,3,0.26838926174496647,Infantil,Corto,interactive storybook ds series,1,Saga,Crecimiento
Frogger Advance: The Great Quest,Game Boy Advance,2002,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,Normal,3,5.8,18,Consola Obsoleta,39.99,120.0,2001,11.369853454291695,Multijugador,1,0.33325,Infantil,Medio,frogger advance the great quest,0,No saga,Crecimiento
Worms Forts: Under Siege,Xbox,2004,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,Normal,16,6.9,13,Consola Obsoleta,59.99,299.0,2001,23.675675675675677,Multijugador,3,0.20063545150501672,Adulto,Largo,worms forts under siege,1,Saga,Crecimiento
Dream C Club,Xbox 360,2009,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07,Normal,16,6.427272727272726,28,Consola Obsoleta,59.99,299.0,2005,8.617886178861788,Individual,4,0.20063545150501672,Adulto,Medio,dream c club,1,Saga,Recesion
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,0.07,Normal,3,7.1,419,Consola Activa,49.99,230.0,1980,1.2902584493041749,Multijugador,34,0.21734782608695652,Infantil,Corto,pro evolution soccer,1,Saga,Crecimiento
Disney Infinity,PlayStation Vita,2013,Action,Disney Interactive Studios,0.05,0.0,0.0,0.02,0.07,Normal,12,6.7,90,Consola Secundaria,49.99,249.0,2011,11.369853454291695,Multijugador,2,0.20076305220883536,Adolescente,Medio,disney infinity,1,Saga,Crecimiento
