Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,Platforms Info
Resident Evil: Revelations,2/7/2012,Capcom,Capcom,Survival,Rated M For Mature,8.4,577,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 30 Critic Reviews'}, {'Platform': '3DS', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 78 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}, {'Platform': 'Wii U', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 30 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 32 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}]"
MechWarrior 4: Black Knight Expansion,10/31/2001,Cyberlore Studios,Microsoft Game Studios,Vehicle Combat Sim,Rated T For Teen,6.8,8,"[{'Platform': 'PC', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Wallace & Gromit in Project Zoo,10/7/2003,Frontier Developments,Bam Entertainment,3D Platformer,Rated E For Everyone,2.3,39,"[{'Platform': 'Xbox', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'GameCube', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}]"
Crusty Demons,6/27/2006,Climax Studios,Evolved Games,Arcade Racing,Rated M For Mature,,,"[{'Platform': 'Xbox', 'Platform Metascore': '51', 'Platform Metascore Count': 'Based on 21 Critic Reviews'}]"
N.O.V.A. 2 - Near Orbit Vanguard Alliance,12/16/2010,Gameloft,Gameloft,FPS,,6.8,18,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '90', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Dark Arcana: The Carnival,3/17/2017,Artifex Mundi,Artifex Mundi,Hidden Object,Rated T For Teen,,,"[{'Platform': 'Xbox One', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}]"
Regalia: Of Men and Monarchs,5/18/2017,Pixelated Milk,Klabater,Turn-Based Tactics,,7.7,39,"[{'Platform': 'PC', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 27 Critic Reviews'}]"
Train Fever,9/4/2014,Urban Games,Gambitious,Train Sim,,6.9,93,"[{'Platform': 'PC', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 23 Critic Reviews'}]"
Star Trek: Elite Force II,6/25/2003,Ritual Entertainment,Activision,FPS,Rated T For Teen,8,40,"[{'Platform': 'PC', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 28 Critic Reviews'}]"
Street Supremacy,2/28/2006,Genki,Konami,Auto Racing Sim,Rated E For Everyone,,,"[{'Platform': 'PSP', 'Platform Metascore': '41', 'Platform Metascore Count': 'Based on 31 Critic Reviews'}]"
Tales of Symphonia Remastered,2/17/2023,Bandai Namco Games,Bandai Namco Games,Action RPG,Rated T For Teen,3.8,23,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}]"
War for the Overworld,4/2/2015,Subterranean Games,Subterranean Games,Real-Time Strategy,,7.9,132,"[{'Platform': 'PC', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}]"
Super Smash Bros. Ultimate,12/7/2018,Nintendo,Nintendo,2D Fighting,Rated E +10 For Everyone +10,8.6,4133,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '93', 'Platform Metascore Count': 'Based on 110 Critic Reviews'}]"
Lotus Challenge,4/30/2003,Kuju Entertainment,Xicat Interactive,Auto Racing Sim,Rated E For Everyone,,,"[{'Platform': 'Xbox', 'Platform Metascore': '61', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
The Sims 2: Nightlife,9/13/2005,Maxis,EA Games,Virtual Life,Rated T For Teen,4.2,35,"[{'Platform': 'PC', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 31 Critic Reviews'}]"
Insurgency: Sandstorm,12/12/2018,New World Interactive,Focus Home Interactive,Tactical FPS,Rated M For Mature,8,250,"[{'Platform': 'PC', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 32 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '83', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}]"
Yo-kai Watch,11/6/2015,Level 5,Nintendo,Trainer RPG,Rated E +10 For Everyone +10,8.1,220,"[{'Platform': '3DS', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 69 Critic Reviews'}]"
The Great Circus Mystery Starring Mickey & Minnie,11/12/2003,Klein Computer Entertainment,Capcom,2D Platformer,Rated E For Everyone,,,"[{'Platform': 'Game Boy Advance', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
MechCommander 2,7/18/2001,Microsoft Game Studios,Microsoft Game Studios,Strategy,Rated T For Teen,7.8,33,"[{'Platform': 'PC', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
Pirates vs Ninjas Dodgeball,9/3/2008,Blazing Lizard,SouthPeak Games,Individual Sports,Rated E +10 For Everyone +10,8,,"[{'Platform': 'Xbox 360', 'Platform Metascore': '44', 'Platform Metascore Count': 'Based on 24 Critic Reviews'}, {'Platform': 'Wii', 'Platform Metascore': '46', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}]"
After Us,5/23/2023,Piccolo,Private Division,Action Adventure,Rated T For Teen,6,31,"[{'Platform': 'PlayStation 5', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 38 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Gigantic Army,2/5/2014,Astro Port,Nyu Media,Action,,6.7,10,"[{'Platform': 'PC', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}]"
SaGa Scarlet Grace: Ambitions,12/3/2019,Square Enix,Square Enix,JRPG,Rated T For Teen,6.3,16,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Haven Park,8/5/2021,Bubble Studio,Mooneye Studios,Third-Person Adventure,Rated E For Everyone,7.5,11,"[{'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Capsized,7/5/2013,Koolhaus Games,Namco Bandai Games,2D Platformer,Rated T For Teen,6.8,20,"[{'Platform': 'Xbox 360', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 22 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}]"
Pipe Mania,9/26/2008,Razorworks,Empire Interactive,Action Puzzle,Rated E For Everyone,,,"[{'Platform': 'DS', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'PSP', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}]"
The Godfather,3/21/2006,Page 44 Studios,Electronic Arts,Open-World Action,Rated M For Mature,8.1,14,"[{'Platform': 'PC', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 32 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 56 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 58 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 51 Critic Reviews'}, {'Platform': 'Wii', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 38 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 31 Critic Reviews'}]"
Raiden IV x Mikado Remix,1/31/2023,Moss,NIS America,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,,,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'PlayStation 5', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Frostpunk,4/24/2018,11 bit studios,Merge Games,Management,Rated M For Mature,8.4,1009,"[{'Platform': 'PC', 'Platform Metascore': '84', 'Platform Metascore Count': 'Based on 70 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '84', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '87', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
Phantasy Star Universe,10/25/2006,Sonic Team,Sega,Action RPG,Rated T For Teen,7.1,23,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '59', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 34 Critic Reviews'}]"
Disney/Pixar Toy Story Racer,3/5/2001,Traveller's Tales,Activision,Auto Racing,Rated E For Everyone,8,22,"[{'Platform': 'PlayStation', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
Harry Potter for Kinect,10/9/2012,Eurocom,Warner Bros. Interactive Entertainment,Action Adventure,Rated E +10 For Everyone +10,4.7,21,"[{'Platform': 'Xbox 360', 'Platform Metascore': '54', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}]"
Narco Terror,7/31/2013,Koch Media,Deep Silver,Third Person Shooter,Rated M For Mature,5.9,13,"[{'Platform': 'Xbox 360', 'Platform Metascore': '50', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '55', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}]"
Medieval Dynasty,12/17/2020,Render Cube,Toplitz Productions,Survival,Rated T For Teen,6.4,83,"[{'Platform': 'PC', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}, {'Platform': 'PlayStation 5', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Xbox Series X', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}]"
Max: The Curse of Brotherhood,12/20/2013,Press Play,Microsoft Game Studios,Action Adventure,Rated E +10 For Everyone +10,7.4,309,"[{'Platform': 'Xbox 360', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 51 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}]"
Need for Speed: ProStreet,11/15/2007,EA Black Box,EA Games,Auto Racing Sim,Rated E +10 For Everyone +10,7,73,"[{'Platform': 'Xbox 360', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 42 Critic Reviews'}, {'Platform': 'Wii', 'Platform Metascore': '61', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '62', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}, {'Platform': 'PSP', 'Platform Metascore': '57', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}, {'Platform': 'DS', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
Saints Row IV: Re-Elected & Gat Out of Hell,1/20/2015,Volition Inc.,Deep Silver,Open-World Action,Rated M For Mature,6.6,48,"[{'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Monster Jam Steel Titans 2,3/2/2021,Rainbow Studios,THQ Nordic,Auto Racing,Rated E For Everyone,4.6,5,"[{'Platform': 'Xbox One', 'Platform Metascore': '60', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '61', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '56', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '56', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}]"
Picross S 3,4/25/2019,Jupiter Corporation,Jupiter Corporation,Logic Puzzle,Rated E For Everyone,8.3,14,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Mighty Goose,6/5/2021,Blastmode,Playism,2D Platformer,Rated E +10 For Everyone +10,7.5,13,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'PlayStation 5', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}]"
World War II: Frontline Command,6/27/2003,The Bitmap Brothers,Strategy First,Real-Time Strategy,Rated T For Teen,6,,"[{'Platform': 'PC', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
Vempire,10/22/2009,impressionware,impressionware,Logic Puzzle,Rated E For Everyone,,,"[{'Platform': 'PSP', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
World War II: Prisoner of War,8/26/2002,Wide Games,Codemasters,Third Person Shooter,Rated T For Teen,5.5,,"[{'Platform': 'PC', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 20 Critic Reviews'}]"
ESPN Final Round Golf 2002,8/28/2001,Konami Computer Entertainment Nagoya,Konami,Golf Sim,Rated E For Everyone,,,"[{'Platform': 'Game Boy Advance', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Tak and the Power of Juju,10/15/2003,Avalanche Software,THQ,3D Platformer,Rated E For Everyone,7.6,12,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 28 Critic Reviews'}, {'Platform': 'GameCube', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
Game of Thrones,5/15/2012,Cyanide,Atlus,Western RPG,Rated M For Mature,5.2,130,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '53', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '52', 'Platform Metascore Count': 'Based on 35 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 23 Critic Reviews'}]"
Where's My Perry?,6/28/2012,,,Puzzle,Rated RP For Rate Pending,6.6,9,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '84', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Bleach: The Blade of Fate,10/9/2007,Treasure,Sega,2D Fighting,Rated T For Teen,6.1,19,"[{'Platform': 'DS', 'Platform Metascore': '83', 'Platform Metascore Count': 'Based on 32 Critic Reviews'}]"
EGGLIA Rebirth,2/10/2022,Brownies,Brownies,JRPG,Rated E For Everyone,,,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Wonderputt,9/13/2012,Damp Gnat Ltd,Damp Gnat Ltd,Adventure,,,,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Crazy Taxi (1999),11/24/2010,Hitmaker,Sega,Auto Racing,Rated E +10 For Everyone +10,7.3,30,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'GameCube', 'Platform Metascore': '69', 'Platform Metascore Count': 'Based on 20 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '60', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '59', 'Platform Metascore Count': 'Based on 28 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
Commanders: Attack,2/13/2008,Southend Interactive,Sierra Online,Turn-Based Tactics,Rated E +10 For Everyone +10,8,5,"[{'Platform': 'Xbox 360', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}]"
Nostradamus: The Last Prophecy,9/30/2007,Kheops Studio,MC2 Entertainment,Adventure,Rated E +10 For Everyone +10,6.4,11,"[{'Platform': 'PC', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}]"
Avatar: Frontiers of Pandora,12/7/2023,Massive Entertainment,Ubisoft,Open-World Action,Rated T For Teen,7.7,599,"[{'Platform': 'PC', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 86 Critic Reviews'}, {'Platform': 'PlayStation 5', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 28 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}]"
Biomutant,5/25/2021,Experiment 101,THQ Nordic,Action RPG,Rated T For Teen,6.3,508,"[{'Platform': 'Xbox One', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 35 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 53 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 65 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'PlayStation 5', 'Platform Metascore': '69', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
